,token,trialID,positionID,surp,ispunct,prefix,prompt,list_len,stimID,second_list
0,Before,0,0,nan,False,1,1,3,1,repeat
1, the,0,1,2.551027297973633,False,1,1,3,1,repeat
2, meeting,0,2,5.753713607788086,False,1,1,3,1,repeat
3,",",0,3,0.6362646222114563,True,1,1,3,1,repeat
4, Mary,0,4,8.620794296264648,False,1,1,3,1,repeat
5, wrote,0,5,6.034746170043945,False,1,1,3,1,repeat
6, down,0,6,4.396554946899414,False,1,1,3,1,repeat
7, the,0,7,1.3433159589767456,False,1,1,3,1,repeat
8, following,0,8,4.053033351898193,False,1,1,3,1,repeat
9, list,0,9,4.172577381134033,False,1,1,3,1,repeat
10, of,0,10,0.18576112389564514,False,1,1,3,1,repeat
11, words,0,11,6.043724060058594,False,1,1,3,1,repeat
12,:,0,12,1.203829288482666,True,1,1,3,1,repeat
13, window,1,0,13.060759544372559,False,1,1,3,1,repeat
14,",",1,1,1.051327109336853,True,1,1,3,1,repeat
15, door,1,2,3.611264705657959,False,1,1,3,1,repeat
16,",",1,3,0.1557670384645462,True,1,1,3,1,repeat
17, roof,1,4,5.822896957397461,False,1,1,3,1,repeat
18,.,1,5,3.0585453510284424,True,1,1,3,1,repeat
19,There,2,0,11.197334289550781,False,1,1,3,1,repeat
20, is,2,1,2.434901237487793,False,1,1,3,1,repeat
21, a,2,2,1.6553230285644531,False,1,1,3,1,repeat
22, voice,2,3,8.392946243286133,False,1,1,3,1,repeat
23, in,2,4,1.3195629119873047,False,1,1,3,1,repeat
24, the,2,5,1.1668756008148193,False,1,1,3,1,repeat
25, waters,2,6,10.099138259887695,False,1,1,3,1,repeat
26, of,2,7,2.5850508213043213,False,1,1,3,1,repeat
27, the,2,8,1.0125210285186768,False,1,1,3,1,repeat
28, great,2,9,6.5684814453125,False,1,1,3,1,repeat
29, sea,2,10,2.923970937728882,False,1,1,3,1,repeat
30,.,2,11,1.8020384311676025,True,1,1,3,1,repeat
31, It,2,12,2.555670738220215,False,1,1,3,1,repeat
32, calls,2,13,3.3002400398254395,False,1,1,3,1,repeat
33, to,2,14,2.1946358680725098,False,1,1,3,1,repeat
34, man,2,15,7.318166255950928,False,1,1,3,1,repeat
35, continually,2,16,9.907766342163086,False,1,1,3,1,repeat
36,.,2,17,2.0232481956481934,True,1,1,3,1,repeat
37, When,2,18,4.436765670776367,False,1,1,3,1,repeat
38, she,2,19,6.031898498535156,False,1,1,3,1,repeat
39, got,2,20,6.90615701675415,False,1,1,3,1,repeat
40, back,2,21,3.2874481678009033,False,1,1,3,1,repeat
41,",",2,22,1.630605697631836,True,1,1,3,1,repeat
42, she,2,23,1.1244765520095825,False,1,1,3,1,repeat
43, read,2,24,4.981377601623535,False,1,1,3,1,repeat
44, the,2,25,1.5476186275482178,False,1,1,3,1,repeat
45, list,2,26,3.24206280708313,False,1,1,3,1,repeat
46, again,2,27,2.9988207817077637,False,1,1,3,1,repeat
47,:,2,28,2.3375673294067383,True,1,1,3,1,repeat
48, window,3,0,2.206686019897461,False,1,1,3,1,repeat
49,",",3,1,0.06437472254037857,True,1,1,3,1,repeat
50, door,3,2,0.1798393577337265,False,1,1,3,1,repeat
51,",",3,3,0.07641521841287613,True,1,1,3,1,repeat
52, roof,3,4,0.2968956530094147,False,1,1,3,1,repeat
53,.,3,5,0.3600359559059143,True,1,1,3,1,repeat
0,Before,0,0,nan,False,1,1,3,2,repeat
1, the,0,1,2.551027297973633,False,1,1,3,2,repeat
2, meeting,0,2,5.753713607788086,False,1,1,3,2,repeat
3,",",0,3,0.6362646222114563,True,1,1,3,2,repeat
4, Mary,0,4,8.620794296264648,False,1,1,3,2,repeat
5, wrote,0,5,6.034746170043945,False,1,1,3,2,repeat
6, down,0,6,4.396554946899414,False,1,1,3,2,repeat
7, the,0,7,1.3433159589767456,False,1,1,3,2,repeat
8, following,0,8,4.053033351898193,False,1,1,3,2,repeat
9, list,0,9,4.172577381134033,False,1,1,3,2,repeat
10, of,0,10,0.18576112389564514,False,1,1,3,2,repeat
11, words,0,11,6.043724060058594,False,1,1,3,2,repeat
12,:,0,12,1.203829288482666,True,1,1,3,2,repeat
13, leg,1,0,12.7829008102417,False,1,1,3,2,repeat
14,",",1,1,1.8445065021514893,True,1,1,3,2,repeat
15, arms,1,2,6.552859306335449,False,1,1,3,2,repeat
16,",",1,3,0.1053922101855278,True,1,1,3,2,repeat
17, head,1,4,4.0981879234313965,False,1,1,3,2,repeat
18,.,1,5,3.6828744411468506,True,1,1,3,2,repeat
19,There,2,0,11.3783597946167,False,1,1,3,2,repeat
20, is,2,1,2.310299873352051,False,1,1,3,2,repeat
21, a,2,2,1.7637479305267334,False,1,1,3,2,repeat
22, voice,2,3,8.318359375,False,1,1,3,2,repeat
23, in,2,4,1.3214291334152222,False,1,1,3,2,repeat
24, the,2,5,1.354756474494934,False,1,1,3,2,repeat
25, waters,2,6,9.03892707824707,False,1,1,3,2,repeat
26, of,2,7,2.5498571395874023,False,1,1,3,2,repeat
27, the,2,8,1.0806790590286255,False,1,1,3,2,repeat
28, great,2,9,6.385079383850098,False,1,1,3,2,repeat
29, sea,2,10,2.2862942218780518,False,1,1,3,2,repeat
30,.,2,11,2.0235941410064697,True,1,1,3,2,repeat
31, It,2,12,2.4941248893737793,False,1,1,3,2,repeat
32, calls,2,13,3.458010673522949,False,1,1,3,2,repeat
33, to,2,14,2.3497815132141113,False,1,1,3,2,repeat
34, man,2,15,6.915328502655029,False,1,1,3,2,repeat
35, continually,2,16,9.715946197509766,False,1,1,3,2,repeat
36,.,2,17,2.1098833084106445,True,1,1,3,2,repeat
37, When,2,18,4.419227123260498,False,1,1,3,2,repeat
38, she,2,19,6.375809192657471,False,1,1,3,2,repeat
39, got,2,20,7.16729211807251,False,1,1,3,2,repeat
40, back,2,21,3.322920322418213,False,1,1,3,2,repeat
41,",",2,22,1.680875539779663,True,1,1,3,2,repeat
42, she,2,23,1.1357159614562988,False,1,1,3,2,repeat
43, read,2,24,4.886270046234131,False,1,1,3,2,repeat
44, the,2,25,1.5991953611373901,False,1,1,3,2,repeat
45, list,2,26,3.141223907470703,False,1,1,3,2,repeat
46, again,2,27,3.114698886871338,False,1,1,3,2,repeat
47,:,2,28,2.4273622035980225,True,1,1,3,2,repeat
48, leg,3,0,2.3777804374694824,False,1,1,3,2,repeat
49,",",3,1,0.07167366147041321,True,1,1,3,2,repeat
50, arms,3,2,0.6758014559745789,False,1,1,3,2,repeat
51,",",3,3,0.03027886338531971,True,1,1,3,2,repeat
52, head,3,4,0.18435433506965637,False,1,1,3,2,repeat
53,.,3,5,0.2785035967826843,True,1,1,3,2,repeat
0,Before,0,0,nan,False,1,1,3,3,repeat
1, the,0,1,2.551027297973633,False,1,1,3,3,repeat
2, meeting,0,2,5.753713607788086,False,1,1,3,3,repeat
3,",",0,3,0.6362646222114563,True,1,1,3,3,repeat
4, Mary,0,4,8.620794296264648,False,1,1,3,3,repeat
5, wrote,0,5,6.034746170043945,False,1,1,3,3,repeat
6, down,0,6,4.396554946899414,False,1,1,3,3,repeat
7, the,0,7,1.3433159589767456,False,1,1,3,3,repeat
8, following,0,8,4.053033351898193,False,1,1,3,3,repeat
9, list,0,9,4.172577381134033,False,1,1,3,3,repeat
10, of,0,10,0.18576112389564514,False,1,1,3,3,repeat
11, words,0,11,6.043724060058594,False,1,1,3,3,repeat
12,:,0,12,1.203829288482666,True,1,1,3,3,repeat
13, sail,1,0,13.602953910827637,False,1,1,3,3,repeat
14,boat,1,1,3.4578168392181396,False,1,1,3,3,repeat
15,",",1,2,0.6844990849494934,True,1,1,3,3,repeat
16, destroyer,1,3,7.475897789001465,False,1,1,3,3,repeat
17,",",1,4,0.08493225276470184,True,1,1,3,3,repeat
18, battles,1,5,5.575667858123779,False,1,1,3,3,repeat
19,hip,1,6,0.0017610769718885422,False,1,1,3,3,repeat
