,token,trialID,positionID,surp,ispunct,prefix,prompt,list_len,stimID,second_list
0,Before,0,0,nan,False,1,1,3,1,repeat
1, the,0,1,2.551027297973633,False,1,1,3,1,repeat
2, meeting,0,2,5.753713607788086,False,1,1,3,1,repeat
3,",",0,3,0.6362646222114563,True,1,1,3,1,repeat
4, Mary,0,4,8.620794296264648,False,1,1,3,1,repeat
5, wrote,0,5,6.034746170043945,False,1,1,3,1,repeat
6, down,0,6,4.396554946899414,False,1,1,3,1,repeat
7, the,0,7,1.3433159589767456,False,1,1,3,1,repeat
8, following,0,8,4.053033351898193,False,1,1,3,1,repeat
9, list,0,9,4.172577381134033,False,1,1,3,1,repeat
10, of,0,10,0.18576112389564514,False,1,1,3,1,repeat
11, words,0,11,6.043724060058594,False,1,1,3,1,repeat
12,:,0,12,1.203829288482666,True,1,1,3,1,repeat
13, apple,1,0,11.891356468200684,False,1,1,3,1,repeat
14,",",1,1,0.8718227744102478,True,1,1,3,1,repeat
15, spirit,1,2,8.66170883178711,False,1,1,3,1,repeat
16,",",1,3,0.290663480758667,True,1,1,3,1,repeat
17, music,1,4,6.879713535308838,False,1,1,3,1,repeat
18,.,1,5,3.303957462310791,True,1,1,3,1,repeat
19,After,2,0,10.37868881225586,False,1,1,3,1,repeat
20, the,2,1,1.6957961320877075,False,1,1,3,1,repeat
21, meeting,2,2,0.28643032908439636,False,1,1,3,1,repeat
22,",",2,3,0.22760611772537231,True,1,1,3,1,repeat
23, she,2,4,2.1422882080078125,False,1,1,3,1,repeat
24, took,2,5,3.5860817432403564,False,1,1,3,1,repeat
25, a,2,6,1.5169235467910767,False,1,1,3,1,repeat
26, break,2,7,2.9269590377807617,False,1,1,3,1,repeat
27, and,2,8,1.8187892436981201,False,1,1,3,1,repeat
28, had,2,9,4.836217880249023,False,1,1,3,1,repeat
29, a,2,10,0.867457926273346,False,1,1,3,1,repeat
30, cup,2,11,2.9691474437713623,False,1,1,3,1,repeat
31, of,2,12,0.01418295968323946,False,1,1,3,1,repeat
32, coffee,2,13,0.8137751221656799,False,1,1,3,1,repeat
33,.,2,14,0.8267989754676819,True,1,1,3,1,repeat
34, When,2,15,3.3069725036621094,False,1,1,3,1,repeat
35, she,2,16,0.5891146063804626,False,1,1,3,1,repeat
36, got,2,17,2.463374376296997,False,1,1,3,1,repeat
37, back,2,18,1.0481218099594116,False,1,1,3,1,repeat
38,",",2,19,1.3480288982391357,True,1,1,3,1,repeat
39, she,2,20,0.32518166303634644,False,1,1,3,1,repeat
40, read,2,21,4.308228015899658,False,1,1,3,1,repeat
41, the,2,22,1.4409754276275635,False,1,1,3,1,repeat
42, list,2,23,1.511630892753601,False,1,1,3,1,repeat
43, again,2,24,1.82597017288208,False,1,1,3,1,repeat
44,:,2,25,2.8309717178344727,True,1,1,3,1,repeat
45, apple,3,0,1.5269478559494019,False,1,1,3,1,repeat
46,",",3,1,0.07751557976007462,True,1,1,3,1,repeat
47, spirit,3,2,0.4807364344596863,False,1,1,3,1,repeat
48,",",3,3,0.03344738110899925,True,1,1,3,1,repeat
49, music,3,4,0.25449246168136597,False,1,1,3,1,repeat
50,.,3,5,0.3217037618160248,True,1,1,3,1,repeat
0,Before,0,0,nan,False,1,1,3,2,repeat
1, the,0,1,2.551027297973633,False,1,1,3,2,repeat
2, meeting,0,2,5.753713607788086,False,1,1,3,2,repeat
3,",",0,3,0.6362646222114563,True,1,1,3,2,repeat
4, Mary,0,4,8.620794296264648,False,1,1,3,2,repeat
5, wrote,0,5,6.034746170043945,False,1,1,3,2,repeat
6, down,0,6,4.396554946899414,False,1,1,3,2,repeat
7, the,0,7,1.3433159589767456,False,1,1,3,2,repeat
8, following,0,8,4.053033351898193,False,1,1,3,2,repeat
9, list,0,9,4.172577381134033,False,1,1,3,2,repeat
10, of,0,10,0.18576112389564514,False,1,1,3,2,repeat
11, words,0,11,6.043724060058594,False,1,1,3,2,repeat
12,:,0,12,1.203829288482666,True,1,1,3,2,repeat
13, forest,1,0,13.109850883483887,False,1,1,3,2,repeat
14,",",1,1,0.6187539100646973,True,1,1,3,2,repeat
15, ste,1,2,7.720037460327148,False,1,1,3,2,repeat
16,amer,1,3,3.8406784534454346,False,1,1,3,2,repeat
17,",",1,4,0.08285864442586899,True,1,1,3,2,repeat
18, mixture,1,5,11.826083183288574,False,1,1,3,2,repeat
19,.,1,6,4.823881149291992,True,1,1,3,2,repeat
20,After,2,0,11.156400680541992,False,1,1,3,2,repeat
21, the,2,1,1.7228394746780396,False,1,1,3,2,repeat
22, meeting,2,2,0.2986510694026947,False,1,1,3,2,repeat
23,",",2,3,0.2292991280555725,True,1,1,3,2,repeat
24, she,2,4,2.2101783752441406,False,1,1,3,2,repeat
25, took,2,5,3.6950347423553467,False,1,1,3,2,repeat
26, a,2,6,1.565246343612671,False,1,1,3,2,repeat
27, break,2,7,3.0899171829223633,False,1,1,3,2,repeat
28, and,2,8,1.8236021995544434,False,1,1,3,2,repeat
29, had,2,9,4.892512321472168,False,1,1,3,2,repeat
30, a,2,10,0.875644326210022,False,1,1,3,2,repeat
31, cup,2,11,2.791727304458618,False,1,1,3,2,repeat
32, of,2,12,0.015612753108143806,False,1,1,3,2,repeat
33, coffee,2,13,0.755793035030365,False,1,1,3,2,repeat
34,.,2,14,0.8178790807723999,True,1,1,3,2,repeat
35, When,2,15,3.474976062774658,False,1,1,3,2,repeat
36, she,2,16,0.5691612362861633,False,1,1,3,2,repeat
37, got,2,17,2.474057197570801,False,1,1,3,2,repeat
38, back,2,18,1.020257830619812,False,1,1,3,2,repeat
39,",",2,19,1.347172498703003,True,1,1,3,2,repeat
40, she,2,20,0.3289598524570465,False,1,1,3,2,repeat
41, read,2,21,4.373453140258789,False,1,1,3,2,repeat
42, the,2,22,1.4610754251480103,False,1,1,3,2,repeat
43, list,2,23,1.6013156175613403,False,1,1,3,2,repeat
44, again,2,24,1.652620553970337,False,1,1,3,2,repeat
45,:,2,25,2.741720676422119,True,1,1,3,2,repeat
46, forest,3,0,1.9672976732254028,False,1,1,3,2,repeat
47,",",3,1,0.08505719155073166,True,1,1,3,2,repeat
48, ste,3,2,0.3373626470565796,False,1,1,3,2,repeat
49,amer,3,3,0.006357445381581783,False,1,1,3,2,repeat
50,",",3,4,0.08073102682828903,True,1,1,3,2,repeat
51, mixture,3,5,0.30535173416137695,False,1,1,3,2,repeat
52,.,3,6,0.17689819633960724,True,1,1,3,2,repeat
0,Before,0,0,nan,False,1,1,3,3,repeat
1, the,0,1,2.551027297973633,False,1,1,3,3,repeat
2, meeting,0,2,5.753713607788086,False,1,1,3,3,repeat
3,",",0,3,0.6362646222114563,True,1,1,3,3,repeat
4, Mary,0,4,8.620794296264648,False,1,1,3,3,repeat
5, wrote,0,5,6.034746170043945,False,1,1,3,3,repeat
6, down,0,6,4.396554946899414,False,1,1,3,3,repeat
7, the,0,7,1.3433159589767456,False,1,1,3,3,repeat
8, following,0,8,4.053033351898193,False,1,1,3,3,repeat
9, list,0,9,4.172577381134033,False,1,1,3,3,repeat
10, of,0,10,0.18576112389564514,False,1,1,3,3,repeat
11, words,0,11,6.043724060058594,False,1,1,3,3,repeat
12,:,0,12,1.203829288482666,True,1,1,3,3,repeat
13, cherry,1,0,12.750994682312012,False,1,1,3,3,repeat
14,",",1,1,1.0135329961776733,True,1,1,3,3,repeat
15, mistress,1,2,10.1472806930542,False,1,1,3,3,repeat
16,",",1,3,0.32650673389434814,True,1,1,3,3,repeat
17, or,1,4,5.870065212249756,False,1,1,3,3,repeat
18,chard,1,5,5.916743278503418,False,1,1,3,3,repeat
19,.,1,6,2.773179769515991,True,1,1,3,3,repeat
20,After,2,0,11.284686088562012,False,1,1,3,3,repeat
21, the,2,1,1.5308613777160645,False,1,1,3,3,repeat
22, meeting,2,2,0.2714228630065918,False,1,1,3,3,repeat
